id,date,local_date,score,announce_date,type,n_performers,popularity,venue,country,state,venue_score,venue_n_upcoming_events,listing_count,average_price,lowest_price,highest_price,median_price,segment,primary_performer,primary_performer_event_count,primary_performer_score,performer_2,performer_2_event_count,performer_2_score,sold_out
6027960,2023-08-12T02:30:00,2023-08-11T19:30:00,0.36,2023-05-18T00:00:00,concert,1,0.676,House of Blues - Las Vegas,US,NV,0.69,67,11.0,132.0,64.0,600.0,85.0,concert,Rival Sons,23,0.57,None,0,0.0,0
5970885,2023-08-12T02:30:00,2023-08-11T19:30:00,0.431,2023-03-18T00:00:00,concert,2,0.711,Vina Robles Amphitheatre,US,CA,0.63,19,94.0,126.0,80.0,772.0,114.0,concert,Los Lonely Boys,4,0.45,Thee Sinseers,3,0.46,0
5962116,2023-08-12T02:30:00,2023-08-11T19:30:00,0.723,2023-03-06T00:00:00,concert,3,0.853,FivePoint Amphitheatre,US,CA,0.75,23,274.0,359.0,101.0,2781.0,267.0,concert,Sam Hunt,16,0.6,Brett Young,27,0.56,0
6028419,2023-08-12T02:30:00,2023-08-11T19:30:00,0.266,2023-05-18T00:00:00,comedy,1,0.63,Jimmy Kimmel's Comedy Club at the Linq Promenade,US,NV,0.49,72,10.0,126.0,78.0,135.0,134.0,theater,Trixx,10,0.26,None,0,0.0,0
5971570,2023-08-12T02:30:00,2023-08-11T19:30:00,0.479,2023-03-18T00:00:00,concert,1,0.735,Humphreys Concerts By the Bay,US,CA,0.67,40,57.0,113.0,42.0,471.0,96.0,concert,Kenny Wayne Shepherd,15,0.42,None,0,0.0,0
5899269,2023-08-12T02:30:00,2023-08-11T19:30:00,0.322,2022-12-17T00:00:00,dance_performance_tour,1,0.628,Magic Mike Theater at SAHARA Las Vegas,US,NV,0.46,69,30.0,225.0,174.0,294.0,224.0,theater,Magic Mike Las Vegas,69,0.27,None,0,0.0,0
6059302,2023-08-12T02:30:00,2023-08-11T19:30:00,0.323,2023-06-17T00:00:00,comedy,1,0.66,San Jose Improv,US,CA,0.54,30,10.0,72.0,57.0,103.0,66.0,theater,Felipe Esparza,25,0.41,None,0,0.0,0
6031250,2023-08-12T02:30:00,2023-08-11T19:30:00,0.254,2023-05-18T00:00:00,comedy,1,0.625,Punch Line Sacramento,US,CA,0.55,62,9.0,86.0,46.0,224.0,74.0,theater,Chris Redd,12,0.29,None,0,0.0,0
6031363,2023-08-12T02:30:00,2023-08-11T19:30:00,0.263,2023-05-18T00:00:00,comedy,1,0.629,Cobb's Comedy Club,US,CA,0.55,49,12.0,125.0,57.0,611.0,75.0,theater,Paul Reiser,3,0.34,None,0,0.0,0
6048951,2023-08-12T02:30:00,2023-08-11T19:30:00,0.294,2023-06-07T00:00:00,concert,1,0.644,Douglas County Fairgrounds Roseburg,US,OR,0.25,3,5.0,61.0,50.0,72.0,60.0,concert,38 Special,8,0.47,None,0,0.0,0
5867161,2023-08-12T02:30:00,2023-08-11T19:30:00,0.313,2022-11-10T00:00:00,theater,1,0.656,Westgate Las Vegas Resort & Casino,US,NV,0.62,212,63.0,128.0,88.0,163.0,125.0,theater,Soul of Motown,103,0.32,None,0,0.0,0
5839591,2023-08-12T02:30:00,2023-08-11T19:30:00,0.363,2022-10-11T00:00:00,theater,1,0.681,The Mirage Theatre,US,NV,0.66,116,81.0,197.0,109.0,611.0,162.0,theater,Shin Lim,92,0.38,None,0,0.0,0
5928593,2023-08-12T02:30:00,2023-08-11T19:30:00,0.39,2023-01-30T00:00:00,concert,2,0.691,The Venue at Thunder Valley Casino Resort,US,CA,0.71,23,159.0,132.0,67.0,649.0,127.0,concert,The Australian Pink Floyd Show,35,0.38,Zeppelin USA,3,0.32,0
6020689,2023-08-12T02:30:00,2023-08-11T19:30:00,0.5,2023-05-15T00:00:00,comedy,1,0.75,Northern Quest Resort & Casino,US,WA,0.61,16,255.0,152.0,60.0,643.0,146.0,theater,Sebastian Maniscalco,21,0.6,None,0,0.0,0
6003720,2023-08-12T02:30:00,2023-08-11T19:30:00,0.278,2023-04-19T00:00:00,comedy,1,0.638,Fox Tucson Theatre,US,AZ,0.51,36,6.0,138.0,90.0,302.0,93.0,theater,IMomSoHard,2,0.36,None,0,0.0,0
5648711,2023-08-12T02:30:00,2023-08-11T19:30:00,0.581,2022-02-17T00:00:00,concert,2,0.785,Climate Pledge Arena,US,WA,0.85,86,434.0,119.0,25.0,702.0,119.0,concert,Rod Stewart,20,0.65,Cheap Trick,13,0.54,0
6059324,2023-08-12T02:30:00,2023-08-11T21:30:00,0.237,2023-06-17T00:00:00,comedy,1,0.616,Chicago Improv Comedy Club,US,IL,0.42,17,2.0,85.0,79.0,95.0,82.0,theater,Arnez J,23,0.38,None,0,0.0,0
6052036,2023-08-12T02:30:00,2023-08-11T19:30:00,0.27,2023-06-09T00:00:00,classical,1,0.636,Copa Room at Tuscany Suites and Casino,US,NV,0.5,123,1.0,100.0,100.0,102.0,100.0,theater,The Rat Pack is Back,125,0.29,None,0,0.0,0
5899393,2023-08-12T02:30:00,2023-08-11T19:30:00,0.368,2022-12-17T00:00:00,theater,1,0.686,Grand Canal Shoppes at the Venetian Las Vegas,US,NV,0.65,412,3.0,230.0,203.0,264.0,230.0,theater,Atomic Saloon Show,412,0.37,None,0,0.0,0
5748212,2023-08-12T02:30:00,2023-08-11T19:30:00,0.395,2022-07-12T00:00:00,broadway_tickets_national,1,0.693,Golden Gate Theatre,US,CA,0.62,25,38.0,180.0,34.0,272.0,177.0,theater,TINA - The Tina Turner Musical,319,0.42,None,0,0.0,0
5920948,2023-08-12T02:30:00,2023-08-11T19:30:00,0.447,2023-01-20T00:00:00,theater,1,0.726,Orpheum Theatre - San Francisco,US,CA,0.71,64,29.0,163.0,95.0,270.0,163.0,theater,Aladdin,404,0.43,None,0,0.0,0
6030266,2023-08-12T02:30:00,2023-08-11T19:30:00,0.261,2023-05-18T00:00:00,comedy,1,0.628,Punch Line Comedy Club - San Francisco,US,CA,0.52,35,8.0,77.0,51.0,218.0,63.0,theater,Adrienne Iapalucci,8,0.24,None,0,0.0,0
6032576,2023-08-12T02:30:00,2023-08-11T19:30:00,0.242,2023-05-19T00:00:00,comedy,1,0.619,Ontario Improv Comedy Club,US,CA,0.51,32,3.0,67.0,64.0,71.0,66.0,theater,Shawn Wayans,12,0.3,None,0,0.0,0
6055542,2023-08-12T02:30:00,2023-08-11T19:30:00,0.451,2023-06-13T00:00:00,concert,1,0.72,Hyatt Regency Newport Beach,US,CA,0.44,5,8.0,338.0,257.0,426.0,343.0,concert,Chris Isaak,2,0.45,None,0,0.0,0
5896576,2023-08-12T02:30:00,2023-08-11T19:30:00,0.46,2022-12-14T00:00:00,cirque_du_soleil,1,0.729,SAP Center at San Jose,US,CA,0.8,86,264.0,190.0,99.0,1467.0,152.0,theater,Cirque du Soleil: Corteo,110,0.44,None,0,0.0,0
6112715,2023-08-12T02:30:00,2023-08-11T19:30:00,0.0,2023-08-09T00:00:00,mls,3,0.0,Rose Bowl,US,CA,0.85,13,62.0,163.0,92.0,539.0,143.0,sports,Los Angeles Football Club,19,0.7,CF Monterrey,1,0.81,0
5987131,2023-08-12T02:45:00,2023-08-11T20:45:00,0.362,2023-04-03T00:00:00,broadway_tickets_national,1,0.677,Tuacahn Amphitheatre and Center for the Arts,US,UT,0.55,113,8.0,162.0,141.0,187.0,148.0,theater,Tarzan,16,0.34,None,0,0.0,0
5999759,2023-08-12T02:45:00,2023-08-11T21:45:00,0.27,2023-04-16T00:00:00,comedy,1,0.633,Improv Comedy Club,US,MO,0.52,70,2.0,108.0,107.0,110.0,108.0,theater,Dusty Slay,6,0.36,None,0,0.0,0
5752569,2023-08-12T03:00:00,2023-08-11T20:00:00,0.306,2022-07-17T00:00:00,dance_performance_tour,1,0.652,V Theater at Planet Hollywood Resort and Casino - Las Vegas,US,NV,0.59,508,2.0,134.0,120.0,148.0,120.0,theater,Zombie Burlesque,91,0.3,None,0,0.0,0
6107796,2023-08-12T03:00:00,2023-08-11T20:00:00,0.243,2023-08-01T00:00:00,concert,2,0.62,Ventura Music Hall,US,CA,0.48,36,2.0,2779.0,58.0,5500.0,58.0,concert,Makena Tate,1,0.22,Bedsweater,1,0.22,0
6061947,2023-08-12T03:00:00,2023-08-11T22:00:00,0.259,2023-06-19T00:00:00,concert,1,0.624,Stereo Live Houston,US,TX,0.5,6,2.0,52.0,42.0,62.0,42.0,concert,AC Slater,2,0.66,None,0,0.0,0
6041099,2023-08-12T03:00:00,2023-08-11T20:00:00,0.229,2023-05-31T00:00:00,comedy,1,0.612,Tacoma Comedy Club,US,WA,0.45,40,1.0,103.0,104.0,104.0,103.0,theater,Michael Somerville,3,0.24,None,0,0.0,0
5990693,2023-08-12T03:00:00,2023-08-11T20:00:00,0.366,2023-04-06T00:00:00,comedy,1,0.683,City National Grove of Anaheim,US,CA,0.58,23,26.0,107.0,70.0,342.0,100.0,theater,Demetri Martin,7,0.41,None,0,0.0,0
6056867,2023-08-12T03:00:00,2023-08-11T20:00:00,0.792,2023-06-14T00:00:00,concert,1,0.887,Crypto.com Arena,US,CA,0.91,97,502.0,396.0,74.0,2350.0,256.0,concert,Junior H,20,0.62,None,0,0.0,0
6031415,2023-08-12T03:00:00,2023-08-11T20:00:00,0.271,2023-05-18T00:00:00,theater,1,0.623,Louise M. Davies Symphony Hall,US,CA,0.59,60,48.0,176.0,109.0,242.0,184.0,theater,Harry Potter and the Order of the Phoenix,3,0.42,None,0,0.0,0
5993812,2023-08-12T03:00:00,2023-08-11T20:00:00,0.267,2023-04-10T00:00:00,comedy,2,0.63,Brad Garrett Comedy Club at MGM Grand Hotel and Casino,US,NV,0.51,133,1.0,191.0,186.0,196.0,191.0,theater,Brad Garrett,133,0.3,Mike Gaffney,4,0.2,0
5806452,2023-08-12T03:00:00,2023-08-11T20:00:00,0.299,2022-09-11T00:00:00,dance_performance_tour,1,0.649,San Francisco Playhouse,US,CA,0.46,36,2.0,125.0,104.0,148.0,107.0,theater,A Chorus Line,36,0.3,None,0,0.0,0
6113427,2023-08-12T03:00:00,2023-08-11T23:00:00,0.0,2023-08-10T00:00:00,concert,1,0.0,LIV Nightclub,US,FL,0.39,3,,,,,,concert,Bryson Tiller,2,0.69,None,0,0.0,0
5986834,2023-08-12T03:00:00,2023-08-11T20:00:00,0.281,2023-04-03T00:00:00,comedy,1,0.638,Palace Theatre,US,CA,0.42,5,93.0,76.0,17.0,103.0,95.0,theater,True Crime Obsessed,2,0.36,None,0,0.0,0
6106255,2023-08-12T03:00:00,2023-08-11T22:00:00,0.285,2023-07-28T00:00:00,concert,1,0.637,Billy Bob's Texas,US,TX,0.7,30,47.0,64.0,36.0,222.0,63.0,concert,Texas Hill,1,0.37,None,0,0.0,0
5924446,2023-08-12T03:00:00,2023-08-11T20:00:00,0.477,2023-01-25T00:00:00,concert,1,0.732,Grand Sierra Theatre - Grand Sierra Resort,US,NV,0.66,20,97.0,152.0,98.0,522.0,138.0,concert,Bronco,12,0.52,None,0,0.0,0
6011572,2023-08-12T03:00:00,2023-08-11T20:00:00,0.442,2023-05-01T00:00:00,concert,1,0.716,House of Blues - Anaheim,US,CA,0.69,48,18.0,125.0,70.0,294.0,91.0,concert,The Front Bottoms,29,0.56,None,0,0.0,0
5892136,2023-08-12T03:00:00,2023-08-11T20:00:00,0.791,2022-12-07T00:00:00,concert,2,0.886,The Greek Theatre - Los Angeles,US,CA,0.79,42,78.0,552.0,221.0,1307.0,492.0,concert,Noah Kahan,31,0.68,Joy Oladokun,26,0.67,0
6032156,2023-08-12T03:00:00,2023-08-11T20:00:00,0.244,2023-05-19T00:00:00,concert,1,0.583,The Canyon - Agoura Hills,US,CA,0.42,10,2.0,2932.0,214.0,5800.0,214.0,concert,The Long Run - Eagles Tribute,1,0.23,None,0,0.0,0
5843011,2023-08-12T03:00:00,2023-08-11T20:00:00,0.363,2022-10-13T00:00:00,theater,1,0.681,Luxor Theater,US,NV,0.68,903,35.0,120.0,83.0,184.0,128.0,theater,Blue Man Group,1390,0.39,None,0,0.0,0
6056946,2023-08-12T03:00:00,2023-08-11T20:00:00,0.279,2023-06-14T00:00:00,comedy,1,0.636,Harrahs Showroom at Harrahs Las Vegas,US,NV,0.54,127,52.0,124.0,75.0,215.0,120.0,theater,Hyprov - Improv Under Hypnosis,87,0.3,None,0,0.0,0
5971601,2023-08-12T03:00:00,2023-08-11T20:00:00,0.367,2023-03-18T00:00:00,concert,1,0.679,Orpheum Theatre - Vancouver,Canada,BC,0.57,19,34.0,230.0,55.0,801.0,202.0,concert,The Teskey Brothers,27,0.59,None,0,0.0,0
5982287,2023-08-12T03:00:00,2023-08-11T20:00:00,0.544,2023-03-28T00:00:00,concert,3,0.764,Yaamava' Theater,US,CA,0.66,27,1.0,522.0,501.0,616.0,522.0,concert,The Smashing Pumpkins,19,0.59,Stone Temple Pilots,2,0.54,0
6027544,2023-08-12T03:00:00,2023-08-11T20:00:00,0.369,2023-05-18T00:00:00,concert,1,0.68,Moore Theatre,US,WA,0.66,63,26.0,177.0,82.0,453.0,122.0,concert,Jeff Goldblum,4,0.42,None,0,0.0,0
6028024,2023-08-12T03:00:00,2023-08-11T20:00:00,0.653,2023-05-18T00:00:00,concert,1,0.819,Paramount Theatre - WA,US,WA,0.75,144,27.0,110.0,66.0,241.0,91.0,concert,beabadoobee,6,0.8,None,0,0.0,0
5818459,2023-08-12T03:00:00,2023-08-11T20:00:00,0.618,2022-09-27T00:00:00,concert,1,0.802,Dolby Live at Park MGM,US,NV,0.87,38,446.0,381.0,111.0,2336.0,330.0,concert,Maroon 5,2,0.62,None,0,0.0,0
6028060,2023-08-12T03:00:00,2023-08-11T20:00:00,0.38,2023-05-18T00:00:00,concert,1,0.685,The Wiltern,US,CA,0.74,75,109.0,151.0,70.0,600.0,126.0,concert,Los Amantes Perfectos,14,0.32,None,0,0.0,0
6033575,2023-08-12T03:00:00,2023-08-11T21:00:00,0.17,2023-05-19T00:00:00,concert,1,0.578,The Lariat,US,CO,0.34,7,1.0,24.0,24.0,24.0,24.0,concert,Songs From The Road Band,1,0.16,None,0,0.0,0
5950102,2023-08-12T03:00:00,2023-08-11T20:00:00,0.355,2023-02-17T00:00:00,theater,1,0.679,Allen Elizabethan Theatre,US,OR,0.49,39,2.0,93.0,91.0,95.0,93.0,theater,The Three Musketeers,19,0.35,None,0,0.0,0
6061696,2023-08-12T03:00:00,2023-08-11T20:00:00,0.22,2023-06-19T00:00:00,concert,1,0.604,Coach House - Capistrano,US,CA,0.41,25,1.0,66.0,64.0,67.0,66.0,concert,The Highwayman Show,1,0.21,None,0,0.0,0
6059426,2023-08-12T03:00:00,2023-08-11T22:00:00,0.291,2023-06-17T00:00:00,concert,1,0.641,Radius Chicago,US,IL,0.7,17,4.0,345.0,256.0,601.0,260.0,concert,Meat,1,0.25,None,0,0.0,0
5955694,2023-08-12T03:00:00,2023-08-11T20:00:00,0.318,2023-02-24T00:00:00,comedy,1,0.658,Granada Theatre - Santa Barbara,US,CA,0.4,1,15.0,99.0,34.0,164.0,100.0,theater,Nurse Blake,91,0.38,None,0,0.0,0
5972219,2023-08-12T03:00:00,2023-08-11T20:00:00,0.294,2023-03-18T00:00:00,concert,1,0.643,Red Rock Casino Resort & Spa,US,NV,0.49,6,4.0,164.0,153.0,175.0,161.0,concert,Nicolas Reyes,4,0.5,None,0,0.0,0
6034695,2023-08-12T03:00:00,2023-08-11T20:00:00,0.223,2023-05-22T00:00:00,concert,1,0.606,Aladdin Theater,US,OR,0.55,39,1.0,31.0,27.0,34.0,31.0,concert,Treepeople,1,0.26,None,0,0.0,0
6058159,2023-08-12T03:00:00,2023-08-11T20:00:00,0.384,2023-06-15T00:00:00,concert,1,0.687,The Fonda Theatre,US,CA,0.67,28,22.0,76.0,44.0,220.0,67.0,concert,Holly Humberstone,2,0.72,None,0,0.0,0
5988344,2023-08-12T03:00:00,2023-08-11T20:00:00,0.449,2023-04-04T00:00:00,concert,1,0.718,Encore at Wynn Las Vegas,US,NV,0.71,33,127.0,360.0,104.0,2552.0,259.0,concert,Maxwell,18,0.61,None,0,0.0,0
5981237,2023-08-12T03:00:00,2023-08-11T20:00:00,0.814,2023-03-27T00:00:00,concert,1,0.896,The Colosseum At Caesars Palace,US,NV,0.88,66,129.0,3806.0,540.0,20795.0,2800.0,concert,Adele,26,0.77,None,0,0.0,0
6016659,2023-08-12T03:00:00,2023-08-11T20:00:00,0.393,2023-05-08T00:00:00,concert,1,0.692,San Jose Civic,US,CA,0.7,37,419.0,175.0,14.0,1916.0,151.0,concert,Danna Paola,10,0.44,None,0,0.0,0
5981308,2023-08-12T03:00:00,2023-08-11T20:00:00,0.596,2023-03-27T00:00:00,concert,1,0.79,Bakkt Theater at Planet Hollywood,US,NV,0.73,35,349.0,390.0,139.0,3767.0,228.0,concert,Kelly Clarkson,7,0.6,None,0,0.0,0
5990500,2023-08-12T03:00:00,2023-08-11T20:00:00,0.422,2023-04-06T00:00:00,concert,1,0.705,El Rey Theatre,US,CA,0.58,23,9.0,129.0,94.0,254.0,107.0,concert,d4vd,4,0.63,None,0,0.0,0
5927558,2023-08-12T03:00:00,2023-08-11T20:00:00,0.345,2023-01-28T00:00:00,dance_performance_tour,1,0.672,Chippendales Theater at Rio Las Vegas,US,NV,0.57,153,35.0,154.0,113.0,310.0,149.0,theater,Chippendales,159,0.35,None,0,0.0,0
6033837,2023-08-12T03:00:00,2023-08-11T20:00:00,0.346,2023-05-20T00:00:00,concert,1,0.668,Golden State Theatre,US,CA,0.54,19,11.0,192.0,104.0,466.0,137.0,concert,Patti Smith,10,0.5,None,0,0.0,0
6024288,2023-08-12T03:00:00,2023-08-11T20:00:00,0.347,2023-05-18T00:00:00,motocross,1,0.646,OC Fair & Event Center,US,CA,0.49,10,138.0,53.0,42.0,225.0,54.0,sports,Xtreme Freestyle MotoX,2,0.24,None,0,0.0,0
6042986,2023-08-12T03:00:00,2023-08-11T20:00:00,0.242,2023-06-01T00:00:00,concert,1,0.616,Echoplex,US,CA,0.54,41,21.0,160.0,44.0,600.0,61.0,concert,BigXThaPlug,22,0.51,None,0,0.0,0
6003568,2023-08-12T03:00:00,2023-08-11T20:00:00,0.505,2023-04-19T00:00:00,broadway_tickets_national,1,0.751,Hollywood Pantages Theatre,US,CA,0.74,297,215.0,189.0,69.0,1112.0,138.0,theater,Les Miserables,239,0.5,None,0,0.0,0
6093483,2023-08-12T03:00:00,2023-08-11T20:00:00,0.476,2023-07-19T00:00:00,concert,1,0.732,Crescent Ballroom,US,AZ,0.59,22,13.0,298.0,164.0,602.0,242.0,concert,Dogstar,27,0.4,None,0,0.0,0
6091641,2023-08-12T03:00:00,2023-08-11T20:00:00,0.44,2023-07-17T00:00:00,concert,1,0.714,Vogue Theatre - BC,Canada,BC,0.61,54,2.0,231.0,202.0,265.0,203.0,concert,Rema,4,0.61,None,0,0.0,0
5944083,2023-08-12T03:00:00,2023-08-11T20:00:00,0.587,2023-02-14T00:00:00,concert,1,0.786,The Theatre at Resorts World Las Vegas,US,NV,0.75,43,307.0,434.0,97.0,5780.0,313.0,concert,Katy Perry,12,0.56,None,0,0.0,0
5942730,2023-08-12T03:00:00,2023-08-11T20:00:00,0.585,2023-02-13T00:00:00,concert,1,0.786,Hollywood Bowl,US,CA,0.84,49,84.0,117.0,24.0,422.0,97.0,concert,Ruben Blades,6,0.53,None,0,0.0,0
6007006,2023-08-12T03:00:00,2023-08-11T20:00:00,0.386,2023-04-22T00:00:00,concert,1,0.689,McMenamins Crystal Ballroom,US,OR,0.68,44,6.0,114.0,66.0,169.0,94.0,concert,Band-Maid,4,0.63,None,0,0.0,0
6049872,2023-08-12T03:00:00,2023-08-11T20:00:00,0.508,2023-06-07T00:00:00,concert,2,0.749,The Bellwether,US,CA,0.6,31,18.0,146.0,110.0,227.0,128.0,concert,Carly Rae Jepsen,5,0.66,Harvey Sutherland,3,0.46,0
6028164,2023-08-12T03:15:00,2023-08-11T20:15:00,0.226,2023-05-18T00:00:00,concert,1,0.606,OC Fair & Event Center,US,CA,0.49,10,50.0,50.0,41.0,149.0,46.0,concert,Journey Unauthorized (Journey Tribute),1,0.34,None,0,0.0,0
5876760,2023-08-12T03:30:00,2023-08-11T20:30:00,0.359,2022-11-20T00:00:00,broadway_tickets_national,1,0.675,Irvine Bowl,US,CA,0.54,23,29.0,163.0,97.0,272.0,130.0,theater,Pageant of the Masters,23,0.38,None,0,0.0,0
5867515,2023-08-12T03:30:00,2023-08-11T20:30:00,0.355,2022-11-10T00:00:00,family,1,0.668,Luxor Theater,US,NV,0.68,903,84.0,194.0,82.0,1014.0,176.0,theater,America's Got Talent,150,0.35,None,0,0.0,0
5940447,2023-08-12T03:30:00,2023-08-11T20:30:00,0.366,2023-02-09T00:00:00,family,1,0.671,Excalibur Hotel and Casino,US,NV,0.63,761,26.0,164.0,157.0,177.0,165.0,theater,Tournament Of Kings,137,0.32,None,0,0.0,0
5864398,2023-08-12T04:00:00,2023-08-11T21:00:00,0.395,2022-11-06T00:00:00,theater,1,0.695,Spiegeltent at Caesars Palace,US,NV,0.67,404,45.0,371.0,300.0,500.0,379.0,theater,Absinthe,404,0.41,None,0,0.0,0
6082232,2023-08-12T04:00:00,2023-08-11T21:00:00,0.46,2023-04-16T00:00:00,music_festival,1,0.663,Palm Springs Convention Center,US,CA,0.34,4,1.0,247.0,247.0,253.0,247.0,concert,Splash House,4,0.33,None,0,0.0,0
5941848,2023-08-12T04:00:00,2023-08-11T21:00:00,0.325,2023-02-10T00:00:00,concert,1,0.657,Opium Theatre at the Cosmopolitan of Las Vegas,US,NV,0.64,376,24.0,503.0,190.0,5800.0,280.0,concert,Opium,376,0.38,None,0,0.0,0
5936939,2023-08-12T04:00:00,2023-08-11T21:00:00,0.347,2023-02-07T00:00:00,theater,1,0.671,Excalibur Hotel and Casino,US,NV,0.63,761,25.0,180.0,154.0,214.0,173.0,theater,Thunder From Down Under,233,0.36,None,0,0.0,0
6113203,2023-08-12T04:00:00,2023-08-11T21:00:00,0.0,2023-08-09T00:00:00,concert,1,0.0,"ALMA - Tacoma, WA",US,WA,0.44,13,1.0,74.0,72.0,75.0,74.0,concert,Big Bubble Rave,4,0.32,None,0,0.0,0
5899390,2023-08-12T04:30:00,2023-08-11T21:30:00,0.374,2022-12-17T00:00:00,theater,1,0.687,Grand Canal Shoppes at the Venetian Las Vegas,US,NV,0.65,412,3.0,229.0,198.0,264.0,228.0,theater,Atomic Saloon Show,412,0.37,None,0,0.0,0
5858043,2023-08-12T04:30:00,2023-08-11T21:30:00,0.408,2022-10-29T00:00:00,cirque_du_soleil,1,0.695,New York-New York Theater,US,NV,0.62,295,56.0,191.0,94.0,374.0,159.0,theater,Cirque du Soleil: Mad Apple,295,0.37,None,0,0.0,0
5844884,2023-08-12T04:30:00,2023-08-11T21:30:00,0.367,2022-10-14T00:00:00,theater,1,0.68,Jabbawockeez Theater at MGM Grand Hotel & Casino,US,NV,0.62,269,25.0,197.0,141.0,246.0,191.0,theater,Jabbawockeez,269,0.54,None,0,0.0,0
5857806,2023-08-12T04:30:00,2023-08-11T21:30:00,0.492,2022-10-29T00:00:00,cirque_du_soleil,1,0.74,O Theatre at Bellagio Las Vegas,US,NV,0.7,310,67.0,337.0,169.0,643.0,339.0,theater,Cirque du Soleil: O,310,0.42,None,0,0.0,0
6072066,2023-08-12T04:30:00,2023-08-11T21:30:00,0.365,2023-06-26T00:00:00,cirque_du_soleil,1,0.681,Treasure Island - Mystere Theater,US,NV,0.59,192,6.0,256.0,228.0,296.0,246.0,theater,Cirque du Soleil: Mystere,192,0.37,None,0,0.0,0
5857565,2023-08-12T04:30:00,2023-08-11T21:30:00,0.391,2022-10-29T00:00:00,cirque_du_soleil,1,0.69,Love Theatre at The Mirage,US,NV,0.66,292,322.0,276.0,158.0,1026.0,280.0,theater,Cirque du Soleil: The Beatles - Love,292,0.38,None,0,0.0,0
5886083,2023-08-12T04:30:00,2023-08-11T21:30:00,0.32,2022-12-01T00:00:00,concert,1,0.652,Awakening Theater at Wynn Las Vegas,US,NV,0.57,154,92.0,304.0,200.0,557.0,293.0,concert,Awakening,154,0.35,None,0,0.0,0
6029671,2023-08-12T04:30:00,2023-08-11T21:30:00,0.365,2023-05-18T00:00:00,family,1,0.676,David Copperfield Theater at MGM Grand,US,NV,0.61,265,64.0,298.0,143.0,1278.0,227.0,theater,David Copperfield,261,0.36,None,0,0.0,0
6038585,2023-08-12T04:30:00,2023-08-11T21:30:00,0.369,2023-05-30T00:00:00,theater,1,0.682,Flamingo Showroom at Flamingo Las Vegas,US,NV,0.63,225,91.0,173.0,122.0,296.0,150.0,theater,RuPaul's Drag Race,126,0.4,None,0,0.0,0
6028421,2023-08-12T04:30:00,2023-08-11T21:30:00,0.272,2023-05-18T00:00:00,comedy,1,0.631,Jimmy Kimmel's Comedy Club at the Linq Promenade,US,NV,0.49,72,9.0,122.0,76.0,132.0,130.0,theater,Trixx,10,0.26,None,0,0.0,0
6030262,2023-08-12T04:45:00,2023-08-11T21:45:00,0.267,2023-05-18T00:00:00,comedy,1,0.628,Punch Line Comedy Club - San Francisco,US,CA,0.52,35,7.0,84.0,51.0,224.0,63.0,theater,Adrienne Iapalucci,8,0.24,None,0,0.0,0
6059301,2023-08-12T04:45:00,2023-08-11T21:45:00,0.329,2023-06-17T00:00:00,comedy,1,0.66,San Jose Improv,US,CA,0.54,30,5.0,96.0,80.0,131.0,90.0,theater,Felipe Esparza,25,0.41,None,0,0.0,0
6032575,2023-08-12T04:45:00,2023-08-11T21:45:00,0.248,2023-05-19T00:00:00,comedy,1,0.62,Ontario Improv Comedy Club,US,CA,0.51,32,2.0,102.0,99.0,104.0,102.0,theater,Shawn Wayans,12,0.3,None,0,0.0,0
6041289,2023-08-12T04:45:00,2023-08-11T21:45:00,0.371,2023-05-18T00:00:00,comedy,1,0.683,Neptune Theatre - WA,US,WA,0.64,70,27.0,102.0,62.0,336.0,84.0,theater,Please Don't Destroy,11,0.39,None,0,0.0,0
6031252,2023-08-12T04:45:00,2023-08-11T21:45:00,0.26,2023-05-18T00:00:00,comedy,1,0.625,Punch Line Sacramento,US,CA,0.55,62,12.0,87.0,38.0,288.0,69.0,theater,Chris Redd,12,0.29,None,0,0.0,0
6065756,2023-08-12T05:00:00,2023-08-11T22:00:00,0.265,2023-06-21T00:00:00,concert,2,0.625,Rickshaw Stop,US,CA,0.5,11,2.0,135.0,60.0,209.0,60.0,concert,Evan Giia,18,0.58,DJ Aaron Axelsen,1,0.27,0
6066079,2023-08-12T05:00:00,2023-08-11T22:00:00,0.239,2023-06-21T00:00:00,concert,1,0.578,Monarch,US,CA,0.0,1,3.0,94.0,56.0,210.0,61.0,concert,Justin Jay,2,0.7,None,0,0.0,0
5899268,2023-08-12T05:00:00,2023-08-11T22:00:00,0.341,2022-12-17T00:00:00,dance_performance_tour,1,0.629,Magic Mike Theater at SAHARA Las Vegas,US,NV,0.46,69,31.0,231.0,187.0,294.0,243.0,theater,Magic Mike Las Vegas,69,0.27,None,0,0.0,0
5822157,2023-08-12T05:00:00,2023-08-11T22:00:00,0.305,2022-09-27T00:00:00,dance_performance_tour,1,0.616,Harrahs Cabaret at Harrahs Las Vegas,US,NV,0.59,357,35.0,149.0,88.0,350.0,132.0,theater,X Country,104,0.26,None,0,0.0,0
5957472,2023-08-12T05:00:00,2023-08-11T22:00:00,0.362,2023-02-27T00:00:00,theater,1,0.679,Bugsy's Cabaret at Flamingo,US,NV,0.61,234,11.0,163.0,107.0,187.0,163.0,theater,X - Burlesque,203,0.38,None,0,0.0,0
