id,date,local_date,score,announce_date,type,n_performers,popularity,venue,country,state,venue_score,venue_n_upcoming_events,listing_count,average_price,lowest_price,highest_price,median_price,segment,primary_performer,primary_performer_event_count,primary_performer_score,performer_2,performer_2_event_count,performer_2_score,sold_out
5996769,2023-08-05T03:15:00,2023-08-04T22:15:00,0.269,2023-04-16T00:00:00,comedy,1,0.63,Improv Comedy Club,US,MO,0.51,71,2.0,103.0,102.0,104.0,103.0,theater,Tony Roberts,12,0.61,None,0,0.0,0
6050381,2023-08-05T04:00:00,2023-08-04T21:00:00,0.367,2023-06-07T00:00:00,theater,1,0.683,Cache Creek Casino,US,CA,0.39,2,3.0,200.0,118.0,351.0,127.0,theater,Theresa Caputo,18,0.46,None,0,0.0,0
6098140,2023-08-05T04:00:00,2023-08-04T21:00:00,0.256,2023-07-26T00:00:00,concert,1,0.633,Cornerstone,US,CA,0.44,24,2.0,72.0,59.0,82.0,64.0,concert,Red Not Chili Peppers,4,0.3,None,0,0.0,0
5899399,2023-08-05T04:30:00,2023-08-04T21:30:00,0.37,2022-12-17T00:00:00,theater,1,0.684,Grand Canal Shoppes at the Venetian Las Vegas,US,NV,0.65,424,5.0,231.0,203.0,261.0,230.0,theater,Atomic Saloon Show,424,0.38,None,0,0.0,0
5960551,2023-08-05T04:30:00,2023-08-04T21:30:00,0.294,2023-03-02T00:00:00,dance_performance_tour,1,0.641,Alexis Park All Suite Resort,US,NV,0.59,550,3.0,199.0,174.0,220.0,204.0,theater,BurlesQ,62,0.3,None,0,0.0,0
6072076,2023-08-05T04:30:00,2023-08-04T21:30:00,0.367,2023-06-26T00:00:00,cirque_du_soleil,1,0.68,Treasure Island - Mystere Theater,US,NV,0.6,204,11.0,263.0,211.0,335.0,261.0,theater,Cirque du Soleil: Mystere,204,0.37,None,0,0.0,0
6041428,2023-08-05T04:45:00,2023-08-04T21:45:00,0.326,2023-05-31T00:00:00,comedy,1,0.658,Ontario Improv Comedy Club,US,CA,0.52,37,4.0,87.0,77.0,115.0,78.0,theater,DeRay Davis,10,0.49,None,0,0.0,0
6041427,2023-08-05T04:45:00,2023-08-04T21:45:00,0.256,2023-05-31T00:00:00,comedy,1,0.621,Irvine Improv,US,CA,0.56,107,1.0,66.0,65.0,66.0,66.0,theater,Heather McDonald,10,0.32,None,0,0.0,0
6067526,2023-08-05T07:30:00,2023-08-05T03:30:00,0.49,2023-06-22T00:00:00,music_festival,1,0.681,Downsview Park,Canada,ON,0.37,4,1.0,329.0,329.0,329.0,329.0,concert,Veld Music Festival,4,0.33,None,0,0.0,0
5868724,2023-08-05T08:30:00,2023-08-05T03:30:00,0.548,2022-11-11T00:00:00,music_festival,11,0.769,Avenue of the Saints Amphitheater,US,IA,0.51,4,1.0,308.0,311.0,319.0,308.0,concert,Hinterland Music Festival,4,0.46,Patrick Droney,4,0.55,0
6054713,2023-08-05T13:00:00,2023-08-05T09:00:00,0.332,2023-06-13T00:00:00,family,1,0.647,Cross Insurance Arena,US,ME,0.64,61,1.0,95.0,95.0,98.0,94.0,theater,Jurassic Quest,19,0.26,None,0,0.0,0
6063633,2023-08-05T15:00:00,2023-08-05T11:00:00,0.289,2023-06-20T00:00:00,concert,1,0.626,National Arts Centre,Canada,ON,0.57,35,1.0,161.0,160.0,164.0,161.0,concert,Clementine,5,0.22,None,0,0.0,0
6087130,2023-08-05T18:00:00,2023-08-05T14:00:00,0.377,2023-07-11T00:00:00,theater,1,0.675,Lincoln Center Theater - Claire Tow Theater,US,NY,0.49,31,1.0,238.0,238.0,238.0,238.0,theater,Let's Call Her Patty,31,0.32,None,0,0.0,0
5816454,2023-08-05T18:00:00,2023-08-05T14:00:00,0.398,2022-09-20T00:00:00,theater,1,0.683,Westside Theatre Upstairs,US,NY,0.69,594,14.0,649.0,428.0,931.0,623.0,theater,Little Shop of Horrors,622,0.44,None,0,0.0,0
6064317,2023-08-05T18:00:00,2023-08-05T14:00:00,0.327,2023-06-20T00:00:00,comedy,1,0.647,Hudson Theatre - New York,US,NY,0.67,181,1.0,79.0,77.0,81.0,79.0,theater,Alex Edelman,21,0.32,None,0,0.0,0
6033027,2023-08-05T18:00:00,2023-08-05T14:00:00,0.406,2023-05-19T00:00:00,broadway_tickets_national,1,0.688,Stratford Festival Theatre,Canada,ON,0.54,73,5.0,240.0,174.0,331.0,245.0,theater,King Lear,29,0.37,None,0,0.0,0
6055154,2023-08-05T19:00:00,2023-08-05T12:00:00,0.285,2023-06-13T00:00:00,comedy,1,0.626,Hamburger Mary's - Las Vegas,US,NV,0.49,88,2.0,179.0,167.0,191.0,167.0,theater,Drag Your A** to Brunch,22,0.3,None,0,0.0,0
5950186,2023-08-05T20:30:00,2023-08-05T13:30:00,0.382,2023-02-17T00:00:00,broadway_tickets_national,1,0.669,Angus Bowmer Theatre (Ashland),US,OR,0.53,88,1.0,218.0,218.0,218.0,218.0,theater,Rent,108,0.37,None,0,0.0,0
5798962,2023-08-05T21:00:00,2023-08-05T14:00:00,0.385,2022-09-03T00:00:00,broadway_tickets_national,1,0.67,Stanley Industrial Alliance Stage,Canada,BC,0.43,8,4.0,395.0,354.0,490.0,352.0,theater,Beautiful: The Carole King Musical,167,0.37,None,0,0.0,0
6030924,2023-08-05T21:00:00,2023-08-05T17:00:00,0.401,2023-05-18T00:00:00,theater,1,0.682,Daryl Roth Theatre,US,NY,0.53,47,5.0,282.0,194.0,434.0,221.0,theater,Titanique,47,0.36,None,0,0.0,0
6025967,2023-08-05T21:00:00,2023-08-05T17:00:00,0.327,2023-05-18T00:00:00,concert,1,0.64,Otsiningo Park,US,NY,0.0,3,1.0,46.0,46.0,48.0,46.0,concert,Scotty McCreery,11,0.56,None,0,0.0,0
